Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Thumbnail,Sequence,Item Number,Item Description,Item Rev,Qty,Min Qty,Max Qty,Optional,Mut Excl,Ref Des,Item Footprint,BOM Notes,For Documentation,Child Action,Technology,Item Lifecycle,Subclass,BOM Description,REACH Compliance,RoHS Compliance,Encryption,REACH Up To Date,Moisture Sensitivity Level (MSL),Special Assembly Instructions,Single Source,Item P2 Notes,Operation Temperature,Manufacture Part Has Redline,Mfr. Name,Mfr Full Name,Mfr Priority Suffix,Mfr. Lifecycle Phase,Conflict Minerals Status,Mfr. Part Number,Mfr. Part Lifecycle Phase,Packaging Type,Preferred Status,Country of Origin (MP),Last Time Buy,Last Time Ship,Weight (Gram),REACH Up To Date.1,REACH Compliance.1,RoHS Compliance.1,Reference Notes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,TRR01MZPF4701,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-472FT,Active,T&R 10K,,Taiwan,,,0.000624,,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RALEC,RALEC INC,,Approved,Yes by Product,RTT024701FTH,Active,T&R 10K,Preferred,,,,0.000573,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF4701,Active,T&R 10K,,Thailand,,,0.0007,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#04024K99FT-NCN,RES-4K99-0402-1%-1/16W,MCO005863,1,,,,,R775,R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-4991GLF,Active,T&R 10K,Preferred,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ASJ,ASJ Pte Ltd,,Disqualified,Unknown,CR10-4991-FK,Inactive,T&R 10K,Inactive,,,,0.00057,,13. SVHC_191_27Jun2018,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-074K99L,Active,T&R 10K,Preferred,Taiwan,,,0.000597,07/07/2017 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RALEC,RALEC INC,,Approved,Yes by Product,RTT024991FTH,Active,T&R 10K,Preferred,,,,0.000573,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR-02FL6--4K99,Active,T&R 10K,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-4991FT,Active,T&R 10K,,Taiwan,,,0.000624,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF4991,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#0402825RFT-NCN,RES-825R-0402-1%-1/16W,MCO002586,2,,,,,"R33,R34",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,,,-55°C to 155°C,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-8250GLF,Active,,Preferred,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07825RL,Active,,Preferred,Taiwan,,,0.00059,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FL7--825R,Active,T&R 5K,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#0603102FT-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0603-FX-1001ELF,Active,T&R 4K,Preferred,Taiwan,,,0.001935,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0603FR-071KL,Active,,Preferred,Taiwan,,,0.002473,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW06031K00FKEA,Active,,Preferred,Israel,,,0.002122,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RALEC,RALEC INC,,Approved,Yes by Product,RTT031001FTP,Active,T&R 5K,Preferred,,,,0.0,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#060320RFT-NCN,RES-20R-0603-1%-1/10W,MCO004464,2,,,,,"R140,R148",R0603,,,Issue,SMT,Production,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 155°C,False,EVER-OHMS,EVER OHM TECHNOLOGY CO.LTD,,Approved,Yes by Manuf.,CR03 20R0 FP,Inactive,,Inactive,,,,0.00192,,12. SVHC_181_15Jan2018,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0603FR-0720RL,Active,,Preferred,Taiwan,,,0.002473,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#06033K65FT-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR03FT3651,EOL,T&R 5K,Preferred,Taiwan,,,0.002042,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR-03FL7--3K65,Active,T&R 5K,,Taiwan,,,0.002042,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0603FR-073K65L,Active,,Preferred,Taiwan,,,0.002473,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#06033K92FT-NCN,RES-3K92-0603-1%-1/10W,MCO002586,4,,,,,"R43,R44,R699,R700",R0603,,,Issue,SMT,Production,Resistor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0603-FX-3921GLF,Active,,Preferred,Taiwan,,,0.001935,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR03FL6--3K92,Active,T&R 10K,Preferred,Taiwan,,,0.002042,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW06033K92FKED,Active,,Preferred,Israel,,,0.002122,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0603FR-073K92L,Active,,Preferred,Taiwan,,,0.002473,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#0603680RFT-NCN,RES-680R-0603-5%-1/10W,MCO002852,1,,,,,R158,R0603,,,Issue,SMT,Production,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 155°C,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0603-JW-681ELF,Active,T&R 4K,Preferred,Taiwan,,,0.001935,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0603JR-07680RL,Active,,Preferred,Taiwan,,,0.002473,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR03JL7680R,Active,T&R 5K,Preferred,Taiwan,,,0.002042,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000010-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERA2AEB153X,Active,T&R 10K,,Japan,,,0.000581,,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,AR02BTC1502,Active,T&R 10K,,Taiwan,,,0.00054,,19.SVHC_219_08Jul2021,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RALEC,RALEC INC,,Approved,Yes by Product,RTR021502BTH,Active,T&R 10K,Preferred,,,,0.00054,,,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RALEC,RALEC INC,,Approved,Yes by Product,RTT021502BTH,Inactive,T&R 10K,Inactive,,,,0.0,,15. SVHC_201_21Jul19,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,TNPW040215K0BEED,Active,T&R 10K,,Germany,,,0.00056,,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CRT0402-BY-1502GLF,Active,T&R 10K,,Taiwan,,,0.00054,,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RT0402BRD0715KL,Active,T&R 10K,,Taiwan,,,0.000564,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000025-NCN,RES-200K-0402-1%-1/16W,MCO007406,11,,,,,"R647,R651,R661,R663,R670,R682,R688,R689,R698,R771,R774",R0402,,,Issue,SMT,Pilot,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,Y,,-55°C to 125°C,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07200KL,Active,T&R 10K,,Taiwan,,,0.000597,,24.SVHC_240_23Jan2024,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F204CS,Active,T&R 10K,,,,,0.0,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-2003FT,Active,T&R 10K,,Taiwan,,,0.000624,,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF2003,Active,T&R 10K,,Thailand,,,0.0007,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000045-NCN,RES-4K87-0402-1%-1/16W,MCO005497,1,,,,,R769,R0402,,,Issue,SMT,Pilot,Resistor,,,RoHS2,No,,‎1 – Unlimited,,NO,,-55°C to 155°C,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-074K87L,Active,T/R 10K,Preferred,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW04024K87FKED,Active,T&R 10K,,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF4871,Active,T&R 10K,,Thailand,,,0.0007,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000059-NCN,RES-124R-0402-1%-1/16W,MCO005501,1,,,,,R1054,R0402,,,Issue,SMT,Pilot,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,NO,,-55°C to 155°C,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW0402124RFKED,Active,,,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07124RL,Active,T/R 10K,Preferred,Taiwan,,,0.0,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000092-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROYAL-OHM,Royal Electronic Factory (Thaila,,Approved,Unknown,0402WGF3300TCE,Active,T&R 10K,Preferred,Thailand,,,0.000514,,,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW0402330RFKED‎‏,Active,,Preferred,Israel,,,0.000609,,14. SVHC_197_15Jan2019,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07330RL,Active,T&R 10K,Preferred,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000098-NCN,RES-750R-0402-1%-1/16W,MCO004294,7,,,,,"R2,R3,R4,R5,R118,R198,R202",R0402,,,Issue,SMT,Pilot,Resistor,,,RoHS2,No,,‎1 – Unlimited,,NO,,-55°C to 125°C,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07750RL,Active,T&R 10K,Alternate,Taiwan,,,0.000597,17/12/2015 00:00:00 IST,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW0402750RFKED‎‏,Active,T&R 10K,Preferred,Israel,,,0.000609,,14. SVHC_197_15Jan2019,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-7500GLF,Active,T&R 10K,Alternate,Taiwan,,,0.000514,17/12/2015 00:00:00 IST,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CRT0402-FZ-7500GLF,Active,T&R 10K,,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07750RP‎‏,Active,T&R 10K,,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000104-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR-02FL6--2K8,Active,T&R 10K,,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-072K8P,Active,T&R 10K,,Taiwan,,,0.00058,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F2801CS‎‏,Active,T&R 10K,,,,,0.000544,,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW04022K80FKED‎‏,Active,T&R 10K,,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-072K8L,Active,T&R 10K,,Taiwan,,,0.000597,15/01/2018 00:00:00 IST,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000161-NCN,RES-301R-0402-1%-1/16W,MCO003860,1,,,,,R289,R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07301RL,Active,,,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW0402301RFKED‎‏,Active,,,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F3010CS‎‏,Active,,,,,,0.0005,,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-3010FT,Active,T&R,,Taiwan,,,0.000624,,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF3010,Active,T&R 10K,,Thailand,,,0.0007,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000168-NCN,RES-12K-0402-1%-1/16W,MCO003860,1,,,,,R778,R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0712KL,Active,,,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F123CS‎‏,Active,T&R,,,,,0.000544,,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW040212K0FKED‎‏,Active,,,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF1202,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-1202FT,Active,T&R,,Taiwan,,,0.000624,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000175-NCN,RES-1R0-0805-5%-1/8W,MCO006862,2,,,,,"R161,R197",R0805,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,ASJ,ASJ Pte Ltd,,Disqualified,Unknown,CR21-1R00-FL,Inactive,T&R 5K,Inactive,,,,0.0,,13. SVHC_191_27Jun2018,RoHS2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC2012J1R0CS,Active,T&R,,,,,0.0049,15/01/2018 00:00:00 IST,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW08051R00JNEA,Active,T&R,,Israel,,,0.004295,15/01/2018 00:00:00 IST,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0805-8W-1R0JT,Active,T&R,,Taiwan,,,0.004847,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR10EZPJ1R0,Active,T&R,,Thailand,,,0.00503,07/07/2017 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0805JR-071RL,Active,T&R,,Taiwan,,,0.004798,15/01/2018 00:00:00 IST,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000193-NCN,RES-9K53-0402-1%-1/16W,MCO004185,1,,,,,R768,R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,,1120-0172,-55°C to 125°C,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-079K53L‎‏,Active,T&R 10K,,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW04029K53FKED‎‏,Active,T&R 10K,,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
